,text,emotion
365,i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,Fear
366,i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important,Joy
367,i am already feeling frantic,Fear
368,i feel like this insecurity is a good thing when i first started writing i pictured it all,Joy
369,i should feel complimented or insulted,Anger
370,i crave as i fall into submission and i did not feel submissive in the least,Sadness
371,i feel tender just now and i am fine with that,Love
372,i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,Anger
373,i made it to work but i am feeling a little groggy,Sadness
374,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,Love
375,i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,Love
376,ill get round to it this quarter im feeling hopeful about this one,Joy
377,im starting to feel unwelcome in life and some people can already tell this,Sadness
378,i feel absolutely fantastic and i hope baby does too,Joy
379,i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,Joy
380,i feel bitter and just honkerblonked off in general,Anger
381,i have a feeling that your father already convinced him of that,Joy
382,i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,Love
383,i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,Joy
384,i am feeling humorous i put cold callers on hold,Joy
385,i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,Sadness
386,i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,Surprise
387,i feel very privileged but it is also a lot of work,Joy
388,im pretty happy but a little on the nauseated side to feel thrilled,Joy
389,i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,Sadness
390,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,Surprise
391,im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,Anger
392,i feel like im putting an innocent man on death row,Joy
393,i wasn t sure what else to do to help her feel smart,Joy
394,i begin to feel that every waking moment is devoted to work,Love
395,i feel is thankful for the lessons i m learning,Joy
396,i feel such a longing and sadness when i see families with more children than i have,Love
397,i feel distinctly called in clermont to focus on these little ones that seem naughty,Love
398,i hope you can feel glad that she gave you so many things including memories that you can cherish,Joy
399,i am feeling pretty worthless right now,Sadness
400,i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,Joy
401,i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,Sadness
